ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
12921,Sprouts,种子,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00020),,,,,1005383,,
12922,Dust2,尘土2,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00021),,,,,1005383,,
12923,Dansimmons,丹西蒙斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00022),,,,,1005383,,
12924,Seldon,塞尔登,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00023),,,,,1005383,,
12925,Crichton,克莱顿,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00024),,,,,1005383,,
12926,Sargon,萨尔贡,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00025),,,,,1005383,,
12927,Chimera,奇美拉,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00026),,,,,1005383,,
12928,Hedoran,赫多兰,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00027),,,,,1005383,,
12929,Palua,帕劳,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00028),,,,,1005383,,
12930,Dottie,多蒂,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00029),,,,,1005383,,
12931,Chicxulub,希克苏鲁伯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00030),,,,,1005383,,
12932,Gargantua,卡冈图雅,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00031),,,,,1005383,,
12933,Bousier,布西尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00032),,,,,1005383,,
12934,Basaguel,巴萨古尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00033),,,,,1005383,,
12935,Maulija,毛利佳,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00034),,,,,1005383,,
12936,Woantoma,禾特玛,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00035),,,,,1005383,,
12937,Sylmacaink,西尔马辛克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00036),,,,,1005383,,
12938,Slanasco,斯拉纳斯科,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00037),,,,,1005383,,
12939,Makei,马凯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00038),,,,,1005383,,
12940,Ello,埃洛,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00039),,,,,1005383,,
12941,Cixin,慈心,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00040),,,,,1005383,,
12942,Olnus,奥尔努斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00041),,,,,1005383,,
12943,Skerrit,斯凯里特,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00042),,,,,1005383,,
12944,Anguirus,安基拉斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00043),,,,,1005383,,
12945,Gobul,戈布尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00044),,,,,1005383,,
12946,Aurelion,奥瑞利安,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00045),,,,,1005383,,
12947,Behemoth,贝希摩斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00046),,,,,1005383,,
12948,Astorius,阿斯图里亚斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00047),,,,,1005383,,
12949,Archeon,阿克塞恩,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00048),,,,,1005383,,
12950,Nork,诺克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00049),,,,,1005383,,
12951,Steen,斯丁,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00050),,,,,1005383,,
12952,Strid,斯特里德,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00051),,,,,1005383,,
12953,Douglasjay,道格拉斯杰,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00052),,,,,1005383,,
12954,Macgyver,麦吉弗,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00053),,,,,1005383,,
12955,Bacigalupi,巴奇加卢皮,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00054),,,,,1005383,,
12956,Okorafor,奥科拉弗,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00055),,,,,1005383,,
12957,Nebuchadnezzar,尼布甲尼撒,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00056),,,,,1005383,,
12958,Narkath,纳尔喀斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00057),,,,,1005383,,
12959,Lxyn,吕欣,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00058),,,,,1005383,,
12960,Bequin,贝金,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00059),,,,,1005383,,
12961,Tsovinar,索维纳,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00060),,,,,1005383,,
12962,Tuisto,图伊斯托,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00062),,,,,1005383,,
12963,Trebaruna,特雷巴鲁纳,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00063),,,,,1005383,,
12964,Dzahui,扎胡伊,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00064),,,,,1005383,,
12965,Pombero,庞贝罗,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00065),,,,,1005383,,
12966,Kuu,库卢,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00066),,,,,1005383,,
12967,Barastyr,巴洛斯提尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00067),,,,,1005383,,
12968,Marduk,马尔杜克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00068),,,,,1005383,,
12969,Tejaji,特加吉,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00069),,,,,1005383,,
12970,Msoura,姆索拉,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00070),,,,,1005383,,
12971,Amadioha,阿马迪奥哈,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00071),,,,,1005383,,
12972,Hyang,香,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00072),,,,,1005383,,
12973,Gadao,加道,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00073),,,,,1005383,,
12974,Ebisu,惠百施,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00074),,,,,1005383,,
12975,Ehecatl,伊厄科特尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00075),,,,,1005383,,
12976,Geshtinanna,基什提南娜,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00076),,,,,1005383,,
12977,Ohrmazd,奥玛兹,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00077),,,,,1005383,,
12978,Stribog,斯特利伯格,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00078),,,,,1005383,,
12979,Achuhucanac,阿丘卡纳茨,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00079),,,,,1005383,,
12980,Perendi,佩伦迪,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00080),,,,,1005383,,
12981,Nuada,努阿达,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00081),,,,,1005383,,
12982,Eostre,伊斯特尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00082),,,,,1005383,,
12983,Saranyu,萨兰尤,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00083),,,,,1005383,,
12984,Paimbar,潘巴尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00084),,,,,1005383,,
12985,Horagalles,霍拉加勒斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00085),,,,,1005383,,
12986,Ziweidadi,紫微大帝,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00086),,,,,1005383,,
12987,Hwanung,桓雄,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00087),,,,,1005383,,
12988,Torngarsuk,托纳萨克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00088),,,,,1005383,,
12989,Meztli,姆兹特利,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00089),,,,,1005383,,
12990,Shango,香戈,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00090),,,,,1005383,,
12991,Eureka,尤里卡,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00095),,,,,1005383,,
12992,Lick,里克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00096),,,,,1005383,,
12993,Ninkasi,宁卡西,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00097),,,,,1005383,,
12994,Lucianotesi,卢西亚诺特斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00098),,,,,1005383,,
12995,Huitzilopochtli,威齐洛波契特里,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00099),,,,,1005383,,
12996,Geographos,地理星,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00100),,,,,1005383,,
12997,Cerberus,地狱犬,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00101),,,,,1005383,,
12998,Bacchus,巴克科斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00102),,,,,1005383,,
12999,Orpheus,俄耳浦斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00103),,,,,1005383,,
13000,Khufu,胡夫,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00104),,,,,1005383,,
13001,Cruithne,克鲁恩亚,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00105),,,,,1005383,,
13002,Asclepius,阿斯克勒庇俄斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00106),,,,,1005383,,
13003,Castalia,卡斯塔利亚,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00107),,,,,1005383,,
13004,Minos,米诺斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00108),,,,,1005383,,
13005,Tomaiyowit,托马约维特,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00109),,,,,1005383,,
13006,Icarus,伊卡洛斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00110),,,,,1005383,,
13007,Toro,托罗,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00111),,,,,1005383,,
13008,Beowulf,贝奥武夫,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00112),,,,,1005383,,
13009,Epona,艾波娜,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00113),,,,,1005383,,
13010,Orthos,奥特斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00114),,,,,1005383,,
13011,Camillo,卡米洛,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00115),,,,,1005383,,
13012,Syrinx,绪任克斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00116),,,,,1005383,,
13013,Eger,埃格尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00117),,,,,1005383,,
13014,Ubasti,乌巴斯提,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00118),,,,,1005383,,
13015,Jason,杰森,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00120),,,,,1005383,,
13016,Cadmus,卡德摩斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00121),,,,,1005383,,
13017,Itokawa,糸川,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00122),,,,,1005383,,
13018,Heracles,赫拉克勒斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00123),,,,,1005383,,
13019,Poseidon,波塞冬,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00124),,,,,1005383,,
13020,Pan,潘,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00125),,,,,1005383,,
13021,Nereus,涅柔斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00126),,,,,1005383,,
13022,Morpheus,墨菲斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00127),,,,,1005383,,
13023,Hanoi,河内,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00128),,,,,1005383,,
13024,Trajanus,图拉真,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00129),,,,,1005383,,
13025,Baghdad,巴格达,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00130),,,,,1005383,,
13026,Vitormeen,维托尔曼,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00131),,,,,1005383,,
13027,Migliorini,米利奥里尼,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00132),,,,,1005383,,
13028,Schwob,施沃布,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00133),,,,,1005383,,
13029,Renzia,伦齐亚,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00134),,,,,1005383,,
13030,Schorria,肖里亚,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00135),,,,,1005383,,
13031,Zomba,松巴,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00136),,,,,1005383,,
13032,Ahau,阿豪,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00137),,,,,1005383,,
13033,Golevka,格勒夫卡,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00138),,,,,1005383,,
13034,Ingeborg,英格堡,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00139),,,,,1005383,,
13035,Trogrlic,特洛格利,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00140),,,,,1005383,,
13036,Nemo,尼莫,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00141),,,,,1005383,,
13037,MacCready,麦克里迪,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00142),,,,,1005383,,
13038,Carlwirtz,卡尔维茨,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00143),,,,,1005383,,
13039,Berkhey,伯克希尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00144),,,,,1005383,,
13040,Eros,埃罗斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00146),,,,,1005383,,
13041,Ul,Ul,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00147),,,,,1005383,,
13042,Krok,克洛克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00148),,,,,1005383,,
13043,Yuliya,尤利娅,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00149),,,,,1005383,,
13044,Mjolnir,姆乔尔尼尔,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00150),,,,,1005383,,
13045,<name> <a><b><c>,<name> <a><b><c>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00208),,,,,1005383,,
13046,Building is shrouded in rubble,建筑被瓦砾覆盖,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00001),,,,,1005383,,
13047,<left_click> Refab,<left_click>重构,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00063),,,,,1005383,,
13048,<left_click> Cancel Refab,<left_click> 取消重构,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00063),,,,,1005383,,
13049,<ButtonY> Refab,<ButtonY>重构,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00064),,,,,1005383,,
13050,<ButtonY> Cancel Refab,<ButtonY> 取消重构,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00064),,,,,1005383,,
13051,Cannot link with self,不能同自身连接,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00062),,,,,1005383,,
13052,Uplink is out of range,超出上传范围,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00065),,,,,1005383,,
13053,Link would cause a loop,连接将导致循环,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00068),,,,,1005383,,
13054,Connect to extender,连接至扩展,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00072),,,,,1005383,,
13055,Connect to hub,连接至中心,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00074),,,,,1005383,,
13768,The drone hub extender is not connected to an uplink,无人机中心扩展未连接到上行线路,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00203),,,,,1007006,,
13769,The uplink is out of range,超出上传范围,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00204),,,,,1007006,,
13835,Sending to <location>,传送到<location>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00941),,,,,1008841,,
13928,Requested from <location>,向<location>请求,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00949),,,,,1009104,,
13837,Resources delivered at the Elevator are instantly transported to the other side.<newline>,运送到电梯的资源都会被瞬间传送到另一端。<newline>,Resources delivered at the Elevator and anything available are instantly transported to the other side.<newline>,运送到电梯的资源以及其他可用的物品都会被瞬间传送到另一端。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00958),,,,,1009104,,
13929,Resources delivered at the other side of Elevator and anything available are instantly transported to this side.<newline>,运送到电梯另一端的资源以及其他可用的物品都会被瞬间传送到这一端。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00969),,,,,1009047,,
13937,<red>Below minimum</red> : The minimum for the <location> is higher than the requested amount. Not everything will be transported.<newline>,<red>低于下限</red>：<location>的下限高于所请求的数量。只会运送其中一部分。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00971),,,,,1009171,,
13936,<red>Not enough</red> : More is required to fulfil the request.<newline>,<red>不足</red>：需要更多才能满足请求。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00972),,,,,1009171,,
13938,<yellow>Limited</yellow> : There is enough for this Elevator but not for all active requests on the <location>.<newline>,<yellow>受限</yellow>：已满足这部电梯的请求，但尚未满足<location>上的所有当前请求。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00973),,,,,1009171,,
13796,Cannot provide the minimum requested amount,无法提供最低所需数量,Rocket is waiting for maintenance,火箭正在等待维护,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00984),,,,,1008841,,
13056,Carries supplies and vehicles from Mars.,从火星上运载物资和载具。,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00038),,,,,1005383,,
13057,<image UI/Icons/pin_rocket_outgoing.tga 1500>Travelling to <Destination>.<newline>Flight progress: <em><ArrivalTimePercent></em>%.,<image UI/Icons/pin_rocket_outgoing.tga 1500>正在前往<Destination>。<newline>飞行进度：<em><ArrivalTimePercent></em>%。,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00149),,,,,1005383,,
13058,none,无,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00294),,,,,1005383,,
13059,Destination<right><where>,目的地<right><where>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00295),,,,,1005383,,
13697,Requested cargo<right><current>/<capacity> kg,已请求货物<right><current>/<capacity>千克,Requested cargo<right><current>/<capacity>,已请求货物<right><current>/<capacity>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00300),,,,,1010373,,
13739,<green>Waiting for excess fuel to unload</green>,<green>等待卸载多余的燃料</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00306),,,,,1006693,,
13060,<green>Loading requested resources</green>,<green>加载所需资源</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00310),,,,,1005383,,
13061,<green>Waiting for destination</green>,<green>正在等待目的地</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00316),,,,,1005383,,
13951,Unknown launch issue,未知发射问题,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00343),,,,,1009902,,
13770,<red>Not enough</red> : more is required to depart.<newline>,<red>不足</red>：需要更多才能离开。<newline>,<red>Not enough</red> means more are required to depart.<newline>,<red>不足</red>代表需要更多才能离开。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00763),,,,,1009104,,
13771,<yellow>Limited</yellow> : there is enough for this Asteroid Lander but not for all active requests on this map.<newline>,<yellow>受限</yellow>：已满足此小行星登陆舱的请求，但尚未满足这张地图上的所有当前请求。<newline>,<yellow>Limited</yellow> means there are enough for this payload request but not for all active requests on this map.<newline>,<yellow>受限</yellow>代表可以满足此处的货物请求，但不满足这张地图上所有的请求。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00764),,,,,1009104,,
13772,<green>Ready</green> : there is enough to depart.<newline>,<green>准备就绪</green>：已经足够，可以离开。<newline>,<green>Ready</green> means there are enough to depart.<newline>,<green>准备就绪</green>代表离开的数量足够。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00765),,,,,1009104,,
13853,Payload,货物,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00778),,,,,1008841,,
13854,Requested Payload,货物已请求,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00778),,,,,1008841,,
13836, (auto mode), （自动模式）,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00780),,,,,1008841,,
13698,Expected exploitation resources,预计开采资源,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGExtractor.lua(00005),,,,,1006192,,
13062,<red>Habitat is full. No births can take place.</red>,<red>居住地已满。无法生育。</red>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00029),,,,,1005383,,
13741,Current status: <em>Births are forbidden (Habitat is full)</em>,当前状态：<em>禁止生育（居住地已满）</em>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00039),,,,,1006693,,
13063,No Comfort <resource(consumption_resource_type)>,没有舒适度<resource(consumption_resource_type)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00157),,,,,1005383,,
13064,"Comfort <resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>","舒适度<resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00159),,,,,1005383,,
