ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
12922,Dust2,塵土2,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00021),,,,,1005383,,
12923,Dansimmons,丹西蒙斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00022),,,,,1005383,,
12924,Seldon,塞爾登,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00023),,,,,1005383,,
12925,Crichton,克萊頓,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00024),,,,,1005383,,
12926,Sargon,薩爾貢,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00025),,,,,1005383,,
12927,Chimera,奇美拉,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00026),,,,,1005383,,
12928,Hedoran,赫多蘭,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00027),,,,,1005383,,
12929,Palua,帛琉,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00028),,,,,1005383,,
12930,Dottie,多蒂,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00029),,,,,1005383,,
12931,Chicxulub,希克蘇魯伯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00030),,,,,1005383,,
12932,Gargantua,卡岡圖雅,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00031),,,,,1005383,,
12933,Bousier,布西爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00032),,,,,1005383,,
12934,Basaguel,巴薩古爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00033),,,,,1005383,,
12935,Maulija,毛利佳,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00034),,,,,1005383,,
12936,Woantoma,禾特瑪,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00035),,,,,1005383,,
12937,Sylmacaink,西爾馬辛克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00036),,,,,1005383,,
12938,Slanasco,斯拉納斯科,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00037),,,,,1005383,,
12939,Makei,馬凱,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00038),,,,,1005383,,
12940,Ello,埃洛,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00039),,,,,1005383,,
12941,Cixin,慈心,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00040),,,,,1005383,,
12942,Olnus,奧爾努斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00041),,,,,1005383,,
12943,Skerrit,斯凱里特,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00042),,,,,1005383,,
12944,Anguirus,安基拉斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00043),,,,,1005383,,
12945,Gobul,戈布林,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00044),,,,,1005383,,
12946,Aurelion,奧瑞利安,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00045),,,,,1005383,,
12947,Behemoth,貝希摩斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00046),,,,,1005383,,
12948,Astorius,阿斯圖里亞斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00047),,,,,1005383,,
12949,Archeon,阿克塞恩,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00048),,,,,1005383,,
12950,Nork,諾克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00049),,,,,1005383,,
12951,Steen,斯丁,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00050),,,,,1005383,,
12952,Strid,斯特里德,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00051),,,,,1005383,,
12953,Douglasjay,道格拉斯傑,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00052),,,,,1005383,,
12954,Macgyver,麥吉弗,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00053),,,,,1005383,,
12955,Bacigalupi,巴奇加盧皮,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00054),,,,,1005383,,
12956,Okorafor,奧科拉弗,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00055),,,,,1005383,,
12957,Nebuchadnezzar,尼布甲尼撒,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00056),,,,,1005383,,
12958,Narkath,納爾喀斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00057),,,,,1005383,,
12959,Lxyn,呂欣,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00058),,,,,1005383,,
12960,Bequin,貝金,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00059),,,,,1005383,,
12961,Tsovinar,索維納,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00060),,,,,1005383,,
12962,Tuisto,圖伊斯托,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00062),,,,,1005383,,
12963,Trebaruna,特雷巴魯納,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00063),,,,,1005383,,
12964,Dzahui,扎胡伊,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00064),,,,,1005383,,
12965,Pombero,龐貝羅,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00065),,,,,1005383,,
12966,Kuu,庫盧,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00066),,,,,1005383,,
12967,Barastyr,巴洛斯提爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00067),,,,,1005383,,
12968,Marduk,馬爾杜克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00068),,,,,1005383,,
12969,Tejaji,特加吉,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00069),,,,,1005383,,
12970,Msoura,姆索拉,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00070),,,,,1005383,,
12971,Amadioha,阿馬迪奧哈,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00071),,,,,1005383,,
12972,Hyang,香,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00072),,,,,1005383,,
12973,Gadao,加道,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00073),,,,,1005383,,
12974,Ebisu,惠百施,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00074),,,,,1005383,,
12975,Ehecatl,伊厄科特爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00075),,,,,1005383,,
12976,Geshtinanna,基什提南娜,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00076),,,,,1005383,,
12977,Ohrmazd,奧瑪茲,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00077),,,,,1005383,,
12978,Stribog,斯特利伯格,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00078),,,,,1005383,,
12979,Achuhucanac,阿丘卡納茨,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00079),,,,,1005383,,
12980,Perendi,佩倫迪,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00080),,,,,1005383,,
12981,Nuada,努阿達,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00081),,,,,1005383,,
12982,Eostre,伊斯特爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00082),,,,,1005383,,
12983,Saranyu,薩蘭尤,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00083),,,,,1005383,,
12984,Paimbar,潘巴爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00084),,,,,1005383,,
12985,Horagalles,霍拉加勒斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00085),,,,,1005383,,
12986,Ziweidadi,紫微大帝,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00086),,,,,1005383,,
12987,Hwanung,桓雄,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00087),,,,,1005383,,
12988,Torngarsuk,託納薩克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00088),,,,,1005383,,
12989,Meztli,姆茲特利,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00089),,,,,1005383,,
12990,Shango,香戈,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00090),,,,,1005383,,
12991,Eureka,尤里卡,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00095),,,,,1005383,,
12992,Lick,裡克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00096),,,,,1005383,,
12993,Ninkasi,寧卡西,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00097),,,,,1005383,,
12994,Lucianotesi,盧西亞諾特斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00098),,,,,1005383,,
12995,Huitzilopochtli,威齊洛波契特里,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00099),,,,,1005383,,
12996,Geographos,地理星,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00100),,,,,1005383,,
12997,Cerberus,地獄犬,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00101),,,,,1005383,,
12998,Bacchus,巴克科斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00102),,,,,1005383,,
12999,Orpheus,俄耳浦斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00103),,,,,1005383,,
13000,Khufu,胡夫,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00104),,,,,1005383,,
13001,Cruithne,克魯恩亞,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00105),,,,,1005383,,
13002,Asclepius,阿斯克勒庇俄斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00106),,,,,1005383,,
13003,Castalia,卡斯塔利亞,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00107),,,,,1005383,,
13004,Minos,米諾斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00108),,,,,1005383,,
13005,Tomaiyowit,托馬約維特,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00109),,,,,1005383,,
13006,Icarus,伊卡洛斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00110),,,,,1005383,,
13007,Toro,託羅,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00111),,,,,1005383,,
13008,Beowulf,貝奧武夫,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00112),,,,,1005383,,
13009,Epona,艾波娜,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00113),,,,,1005383,,
13010,Orthos,奧特斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00114),,,,,1005383,,
13011,Camillo,卡米洛,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00115),,,,,1005383,,
13012,Syrinx,緒任克斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00116),,,,,1005383,,
13013,Eger,埃格爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00117),,,,,1005383,,
13014,Ubasti,烏巴斯提,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00118),,,,,1005383,,
13015,Jason,傑森,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00120),,,,,1005383,,
13016,Cadmus,卡德摩斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00121),,,,,1005383,,
13017,Itokawa,糸川,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00122),,,,,1005383,,
13018,Heracles,赫拉克勒斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00123),,,,,1005383,,
13019,Poseidon,波塞冬,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00124),,,,,1005383,,
13020,Pan,潘,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00125),,,,,1005383,,
13021,Nereus,涅柔斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00126),,,,,1005383,,
13022,Morpheus,墨菲斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00127),,,,,1005383,,
13023,Hanoi,河內,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00128),,,,,1005383,,
13024,Trajanus,圖拉真,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00129),,,,,1005383,,
13025,Baghdad,巴格達,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00130),,,,,1005383,,
13026,Vitormeen,維托爾曼,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00131),,,,,1005383,,
13027,Migliorini,米利奧里尼,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00132),,,,,1005383,,
13028,Schwob,施沃布,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00133),,,,,1005383,,
13029,Renzia,倫齊亞,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00134),,,,,1005383,,
13030,Schorria,肖里亞,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00135),,,,,1005383,,
13031,Zomba,松巴,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00136),,,,,1005383,,
13032,Ahau,阿豪,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00137),,,,,1005383,,
13033,Golevka,格勒夫卡,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00138),,,,,1005383,,
13034,Ingeborg,英格堡,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00139),,,,,1005383,,
13035,Trogrlic,特洛格利,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00140),,,,,1005383,,
13036,Nemo,尼莫,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00141),,,,,1005383,,
13037,MacCready,麥克裡迪,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00142),,,,,1005383,,
13038,Carlwirtz,卡爾維茨,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00143),,,,,1005383,,
13039,Berkhey,伯克希爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00144),,,,,1005383,,
13040,Eros,埃羅斯,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00146),,,,,1005383,,
13041,Ul,Ul,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00147),,,,,1005383,,
13042,Krok,克洛克,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00148),,,,,1005383,,
13043,Yuliya,尤利婭,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00149),,,,,1005383,,
13044,Mjolnir,姆喬爾尼爾,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00150),,,,,1005383,,
13045,<name> <a><b><c>,<name> <a><b><c>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/AsteroidNames.lua(00208),,,,,1005383,,
13046,Building is shrouded in rubble,建築被瓦礫覆蓋,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00001),,,,,1005383,,
13047,<left_click> Refab,<left_click>重構,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00063),,,,,1005383,,
13048,<left_click> Cancel Refab,<left_click> 取消重構,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00063),,,,,1005383,,
13049,<ButtonY> Refab,<ButtonY>重構,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00064),,,,,1005383,,
13050,<ButtonY> Cancel Refab,<ButtonY> 取消重構,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Building.lua(00064),,,,,1005383,,
13051,Cannot link with self,不能同自身連線,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00062),,,,,1005383,,
13052,Uplink is out of range,超出上傳範圍,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00065),,,,,1005383,,
13053,Link would cause a loop,連線將導致迴圈,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00068),,,,,1005383,,
13054,Connect to extender,連線至擴充套件,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00072),,,,,1005383,,
13055,Connect to hub,連線至中心,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00074),,,,,1005383,,
13768,The drone hub extender is not connected to an uplink,無人機中心擴充套件未連線到上行線路,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00203),,,,,1007006,,
13769,The uplink is out of range,超出上傳範圍,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/DroneHubExtender.lua(00204),,,,,1007006,,
13835,Sending to <location>,傳送到<location>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00941),,,,,1008841,,
13928,Requested from <location>,向<location>請求,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00949),,,,,1009104,,
13837,Resources delivered at the Elevator are instantly transported to the other side.<newline>,運送到電梯的資源都會被瞬間傳送到另一端。<newline>,Resources delivered at the Elevator and anything available are instantly transported to the other side.<newline>,运送到电梯的资源以及其他可用的物品都会被瞬间传送到另一端。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00958),,,,,1009104,,
13929,Resources delivered at the other side of Elevator and anything available are instantly transported to this side.<newline>,運送到電梯另一端的資源以及其他可用的物品都會被瞬間傳送到這一端。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00969),,,,,1009047,,
13937,<red>Below minimum</red> : The minimum for the <location> is higher than the requested amount. Not everything will be transported.<newline>,<red>低於下限</red>：<location>的下限高於所請求的數量。只會運送其中一部分。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00971),,,,,1009171,,
13936,<red>Not enough</red> : More is required to fulfil the request.<newline>,<red>不足</red>：需要更多才能滿足請求。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00972),,,,,1009171,,
13938,<yellow>Limited</yellow> : There is enough for this Elevator but not for all active requests on the <location>.<newline>,<yellow>受限</yellow>：已滿足這部電梯的請求，但尚未滿足<location>上的所有當前請求。<newline>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00973),,,,,1009171,,
13796,Cannot provide the minimum requested amount,無法提供最低所需數量,Rocket is waiting for maintenance,火箭正在等待维护,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/Elevator.lua(00984),,,,,1008841,,
13056,Carries supplies and vehicles from Mars.,從火星上運載物資和載具。,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00038),,,,,1005383,,
13057,<image UI/Icons/pin_rocket_outgoing.tga 1500>Travelling to <Destination>.<newline>Flight progress: <em><ArrivalTimePercent></em>%.,<image UI/Icons/pin_rocket_outgoing.tga 1500>正在前往<Destination>。<newline>飛行進度：<em><ArrivalTimePercent></em>%。,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00149),,,,,1005383,,
13058,none,無,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00294),,,,,1005383,,
13059,Destination<right><where>,目的地<right><where>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00295),,,,,1005383,,
13697,Requested cargo<right><current>/<capacity> kg,已請求貨物<right><current>/<capacity>千克,Requested cargo<right><current>/<capacity>,已请求货物<right><current>/<capacity>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00300),,,,,1010373,,
13739,<green>Waiting for excess fuel to unload</green>,<green>等待解除安裝多餘的燃料</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00306),,,,,1006693,,
13060,<green>Loading requested resources</green>,<green>載入所需資源</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00310),,,,,1005383,,
13061,<green>Waiting for destination</green>,<green>正在等待目的地</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00316),,,,,1005383,,
13951,Unknown launch issue,未知發射問題,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00343),,,,,1009902,,
13770,<red>Not enough</red> : more is required to depart.<newline>,<red>不足</red>：需要更多才能離開。<newline>,<red>Not enough</red> means more are required to depart.<newline>,<red>不足</red>代表需要更多才能离开。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00763),,,,,1009104,,
13771,<yellow>Limited</yellow> : there is enough for this Asteroid Lander but not for all active requests on this map.<newline>,<yellow>受限</yellow>：已滿足此小行星登陸艙的請求，但尚未滿足這張地圖上的所有當前請求。<newline>,<yellow>Limited</yellow> means there are enough for this payload request but not for all active requests on this map.<newline>,<yellow>受限</yellow>代表可以满足此处的货物请求，但不满足这张地图上所有的请求。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00764),,,,,1009104,,
13772,<green>Ready</green> : there is enough to depart.<newline>,<green>準備就緒</green>：已經足夠，可以離開。<newline>,<green>Ready</green> means there are enough to depart.<newline>,<green>准备就绪</green>代表离开的数量足够。<newline>,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00765),,,,,1009104,,
13853,Payload,貨物,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00778),,,,,1008841,,
13854,Requested Payload,貨物已請求,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00778),,,,,1008841,,
13836, (auto mode), （自動模式）,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/LanderRocket.lua(00780),,,,,1008841,,
13698,Expected exploitation resources,預計開採資源,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGExtractor.lua(00005),,,,,1006192,,
13062,<red>Habitat is full. No births can take place.</red>,<red>居住地已滿。無法生育。</red>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00029),,,,,1005383,,
13741,Current status: <em>Births are forbidden (Habitat is full)</em>,當前狀態：<em>禁止生育（居住地已滿）</em>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00039),,,,,1006693,,
13063,No Comfort <resource(consumption_resource_type)>,沒有舒適度<resource(consumption_resource_type)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00157),,,,,1005383,,
13064,"Comfort <resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>","舒適度<resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00159),,,,,1005383,,
