ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
14433,Large Stations,大型車站,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00021),BuildingTemplate StationBig display_name_pl,,,,1011042,,
14434,Stop points for Trains to board passengers and transfer resources.,列車在此處停車以搭載乘客以及轉移資源。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00022),BuildingTemplate StationBig description,,,,1011042,,
14435,Station,車站,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00076),BuildingTemplate StationSmall display_name,,,,1011042,,
14436,Stations,車站,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00077),BuildingTemplate StationSmall display_name_pl,,,,1011042,,
14437,Stop points for Trains to board passengers and transfer resources.,列車在此處停車以搭載乘客以及轉移資源。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00078),BuildingTemplate StationSmall description,,,,1011042,,
14438,Track,軌道,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00125),BuildingTemplate Track display_name,,,,1011042,,
14439,Tracks,軌道,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00126),BuildingTemplate Track display_name_pl,,,,1011042,,
14440,Used by Trains to travel between Stations.,供列車在車站之間行駛。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/BuildingTemplate.lua(00127),BuildingTemplate Track description,,,,1011042,,
14441,Stop points for Trains to board passengers and transfer resources.,列車在此處停車以搭載乘客以及轉移資源。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/Cargo.lua(00005),Cargo StationSmall description,,,,1011042,,
14442,Station,車站,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/Cargo.lua(00010),Cargo StationSmall name,,,,1011042,,
14443,Stop points for Trains to board passengers and transfer resources.,列車在此處停車以搭載乘客以及轉移資源。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/Cargo.lua(00017),Cargo StationBig description,,,,1011042,,
14444,Large Station,大型車站,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/Cargo.lua(00022),Cargo StationBig name,,,,1011042,,
14445,Transport Tycoon,運輸巨頭,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/CommanderProfilePreset.lua(00005),CommanderProfilePreset Default TransportTycoon display_name,,,,1011042,,
14446,"- Tracks construction cost is halved
- Bonus Prefabs: 2x Stations (small)
- Bonus Tech: <em>Large Stations</em> (Unlocks Large Stations)","- 軌道建造花費減半
- 額外預製件：2x車站（小型）
- 加成技術：<em>大型車站</em>（解鎖大型車站）",,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/CommanderProfilePreset.lua(00006),CommanderProfilePreset Default TransportTycoon effect,,,,1011042,,
14447,"
Trains on Mars are traveling between <em>Stations</em> connected by elevated <em>Tracks</em>. They can transport colonists to their workplace and back or help them get to their new residences.
Resources are also transported by trains between stations, either crates from the station storage or fluids from nearby tanks.

<center><image UI/Common/rollover_line.tga 2000> <left>

Trains can be built at stations and asigned to connected tracks, more then one can travel on a track at the same time.",,"
Trains on Mars are traveling between <em>Stations</em> connected by elevated <em>Tracks</em>. They can transport colonists to their workplace and back or help them get to their new residences.
Resources are also transported by trains between stations, either crates from the station storage or fluids from nearby tanks.

<center><image UI/Common/rollover_line.tga 2000> <left>

Trains can be built at stations and asigned to connected tracks, more then one can travel on a track at the same time.","
火星上的列車在<em>車站</em>之間行駛，車站由高架<em>軌道</em>相連。殖民地居民可以乘坐列車上下班，或是前往新住宅。
列車也能在車站間運輸資源，可以運輸車站裡儲存的貨箱或是附近水箱裡的液體。

<center><image UI/Common/rollover_line.tga 2000><left>

可在車站建造列車並指派到相連的軌道上，一條軌道上同時可以執行多輛列車。",changed,,,,,Trunk\Mars/Dlc/prunariu/Presets/EncyclopediaArticle.lua(00012),,,,,1011042,1011042,6
14448,<new_in('prunariu')>Train,<new_in('prunariu')>列車,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/EncyclopediaArticle.lua(00014),,,,,1011042,,
14449,"
The rail network can help expanding your colony facilitating access to remote resource deposits as any manned building can be built around <em>Stations</em> and accessed by the colonists via <em>Trains</em>.

<em>Tracks</em> are build to connect pairs of <em>Stations</em> and multiple <em>Trains</em> can travel on one in both directions at once transporting colonists and resources.

<em>Colonists</em> are using the <em>Trains</em> to travel to their workplace and back home or to new homes. While they find it very helpful, they don't particularly enjoy spending a lot of time to reach their destinations.

Resources are transported by <em>Drones</em> to the <em>Station</em>'s storage area and loaded into <em>Trains</em> from there but also fluids like <em>Water</em> and <em>Oxygen</em> can be transported between <em>Stations</em> from/to nearby storages in tanks attacked to the <em>Trains</em>.",,"
The rail network can help expanding your colony facilitating access to remote resource deposits as any manned building can be built around <em>Stations</em> and accessed by the colonists via <em>Trains</em>.

<em>Tracks</em> are build to connect pairs of <em>Stations</em> and multiple <em>Trains</em> can travel on one in both directions at once transporting colonists and resources.

<em>Colonists</em> are using the <em>Trains</em> to travel to their workplace and back home or to new homes. While they find it very helpful, they don't particularly enjoy spending a lot of time to reach their destinations.

Resources are transported by <em>Drones</em> to the <em>Station</em>'s storage area and loaded into <em>Trains</em> from there but also fluids like <em>Water</em> and <em>Oxygen</em> can be transported between <em>Stations</em> from/to nearby storages in tanks attacked to the <em>Trains</em>.","
軌道網路能幫助你的殖民地擴充套件，並輕鬆開採遠處的資源點，因為一切需要人操作的建築都能在<em>車站</em>附近建造，而殖民地居民可乘坐<em>列車</em>進入這些建築。

<em>軌道</em>用來連線兩座<em>車站</em>，多輛<em>列車</em>可同時在一條軌道上雙向執行，運輸殖民地居民和資源。

<em>殖民地居民</em>可乘坐<em>列車</em>上下班，或是前往新家。列車雖然便利，但他們一般不願意把太多時間花在乘車上。

<em>無人機</em>會把資源運到<em>車站</em>的儲存區，然後運上<em>列車</em>，像<em>水資源</em>和<em>氧氣</em>這樣的流體也能在<em>車站</em>間運輸，<em>列車</em>可以裝載/解除安裝車站附近裝有這些資源的儲存罐。",changed,,,,,Trunk\Mars/Dlc/prunariu/Presets/EncyclopediaArticle.lua(00023),,,,,1011042,1011042,7
14450,<new_in('prunariu')>Transportation by Trains,<new_in('prunariu')>列車運輸,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/EncyclopediaArticle.lua(00025),,,,,1011042,,
14451,"No trains management, trains are free and added to tracks when those are built.",無列車管理，列車可自由行駛，建造好後就會新增到軌道上。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/GameRules.lua(00006),GameRules EasyTrains description,,,,1011042,,
14452,Simplified Trains,簡化列車,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/GameRules.lua(00007),GameRules EasyTrains display_name,,,,1011042,,
14453,"<grey>""When I was a child, life was confusing and chaotic for me, and trains represented order.""
<right>Sheldon Cooper</grey><left>","<grey>“我小時候，感覺生活雜亂無章，令人困惑，而列車代表著秩序。”
<right>謝爾頓·庫珀</grey><left>",,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/GameRules.lua(00008),GameRules EasyTrains flavor,,,,1011042,,
14454,"With trains as an alternative, colonists will travel shorter distances safely on their own",列車成為可選出行方式後，殖民地居民可以獨自安全地進行短途旅行了。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/GameRules.lua(00018),GameRules RestrictedFootWalk description,,,,1011042,,
14455,Restricted Foot Walk,僅限步行,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/GameRules.lua(00019),GameRules RestrictedFootWalk display_name,,,,1011042,,
14456,"<grey>""Not all those who wander are lost.""<newline><right>J.R.R. Tolkien</grey><left>",<grey>“並非彷徨者都迷失方向。”<newline><right>J.R.R.托爾金</grey><left>,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/GameRules.lua(00020),GameRules RestrictedFootWalk flavor,,,,1011042,,
14457,<count> tracks need repairs.,<count>軌道需要修復。,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/OnScreenNotificationPreset.lua(00011),OnScreenNotificationPreset BrokenTracks text,,,,1011042,,
14458,Broken Tracks,受損軌道,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/OnScreenNotificationPreset.lua(00012),OnScreenNotificationPreset BrokenTracks title,,,,1011042,,
14459,"Increased productivity on farms out of dome ranges.

<grey>Our scientists have found that we can better grow food away from the pollution and noise we generate in around our domes.</grey>","提高穹頂範圍外農場的生產能力。

<grey>我們的科學家發現，遠離穹頂製造的汙染與噪音的地方更適合種糧食。</grey>",,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00005),TechPreset RemoteFarming description,,,,1011042,,
14460,Remote Farming,遠端務農,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00006),TechPreset RemoteFarming display_name,,,,1011061,,
14461,"New Building: <em>Large Station</em> (<buildinginfo('StationBig')>) - A Station connecting four tracks.

<grey>Time to allow our people to travel in different directions from the same station.</grey>","新建築：<em>大型車站</em>（<buildinginfo('StationBig')>）——這種車站連線四條軌道。

<grey>是時候讓人們能從同一座車站朝不同的方向出發了。",,,OK,,Tag </grey> not present in translated text,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00017),TechPreset BigStations description,,,,1011042,,
14462,Large Stations,大型車站,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00018),TechPreset BigStations display_name,,,,1011042,,
14463,"Trains travel faster.

<grey>Using more advanced electromagnetism we can achieve higher speed on our tracks.</grey>","列車執行速度提高。

<grey>我們運用更先進的磁懸浮技術，能實現更高的列車執行速度。",,,OK,,Tag </grey> not present in translated text,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00031),TechPreset FasterTrains description,,,,1011042,,
14464,Faster Trains,列車提速,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00032),TechPreset FasterTrains display_name,,,,1011042,,
14465,"Allows building transport infrastructure in the Underground.

<grey>We should truly benefit from Trains in the underground labyrinth.</grey>","可在地下建造運輸基建設施。

<grey>列車在地下迷宮應該能為我們帶來極大的便利。</grey>",,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00044),TechPreset UndergroundTrains description,,,,1011042,,
14466,Underground Trains,地下列車,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00045),TechPreset UndergroundTrains display_name,,,,1011042,,
14467,"Tracks are easier to repair and trains are safer for the passengers.

<grey>Mars is a harsh place full of dangers for the ones traveling on the surface. We were able to improve the safety systems on our trains, perform better at very low temperatures and drones are better prepared to handle emergencies.</grey>","軌道更容易維修，列車上的乘客更加安全。

<grey>對於地表上的旅行者而言，火星是個危機四伏的兇險之地。我們改良了列車上的安全系統、極低溫度下的效能以及無人機處理緊急情況的能力。</grey>",,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00055),TechPreset SafeTransport description,,,,1011042,,
14468,Safe Transport,安全運輸,,,OK,,,,,Trunk\Mars/Dlc/prunariu/Presets/TechPreset.lua(00056),TechPreset SafeTransport display_name,,,,1011042,,
